Pattern	S wind	N wind	G wind	S wind new	N wind new	G wind new
M03,D14,H14	32,90	63,10	2,16	32,90	63,10	2,16
M03,D14,H15	30,30	65,00	3,05	30,30	65,00	3,05
M03,D14,H16	27,70	66,80	3,94	27,70	66,80	3,94
M03,D14,H17	25,10	68,60	4,83	25,10	68,60	4,83
M03,D14,H18	22,50	70,50	5,72	22,50	70,50	5,72
M03,D14,H19	19,90	72,30	6,61	19,90	72,30	6,61
M03,D14,H20	17,50	68,40	8,67	17,50	68,40	8,67
M03,D14,H21	15,10	64,60	10,70	15,10	64,60	10,70
M03,D14,H22	12,60	60,80	12,80	12,60	60,80	12,80
M03,D14,H23	10,20	56,90	14,80	10,20	56,90	14,80
M03,D14,H24	7,79	53,10	16,90	7,79	53,10	16,90
M03,D15,H01	5,36	49,20	18,90	5,36	49,20	18,90
M03,D15,H02	5,85	45,10	17,80	5,85	45,10	17,80
M03,D15,H03	6,35	41,00	16,70	6,35	41,00	16,70
M03,D15,H04	6,85	36,90	15,60	6,85	36,90	15,60
M03,D15,H05	7,34	32,80	14,50	7,34	32,80	14,50
M03,D15,H06	7,84	28,70	13,30	7,84	28,70	13,30
M03,D15,H07	8,34	24,60	12,20	8,34	24,60	12,20
M03,D15,H08	8,36	29,90	13,60	8,36	29,90	13,60
M03,D15,H09	8,39	35,20	15,10	8,39	35,20	15,10
M03,D15,H10	8,41	40,60	16,50	8,41	40,60	16,50
M03,D15,H11	8,44	45,90	17,90	8,44	45,90	17,90
M03,D15,H12	8,47	51,30	19,40	8,47	51,30	19,40
M03,D15,H13	8,49	56,60	20,80	8,49	56,60	20,80
M03,D15,H14	9,18	58,90	22,20	9,18	58,90	22,20
M03,D15,H15	9,86	61,20	23,50	9,86	61,20	23,50
M03,D15,H16	10,50	63,50	24,90	10,50	63,50	24,90
M03,D15,H17	11,20	65,80	26,20	11,20	65,80	26,20
M03,D15,H18	11,90	68,10	27,60	11,90	68,10	27,60
M03,D15,H19	12,60	70,40	29,00	12,60	70,40	29,00
M03,D15,H20	12,70	69,30	28,80	12,70	69,30	28,80
M03,D15,H21	12,70	68,30	28,70	12,70	68,30	28,70
M03,D15,H22	12,80	67,20	28,60	12,80	67,20	28,60
M03,D15,H23	12,90	66,20	28,50	12,90	66,20	28,50
M03,D15,H24	12,90	65,10	28,40	12,90	65,10	28,40
M03,D16,H01	13,00	64,10	28,20	13,00	64,10	28,20
M03,D16,H02	16,10	63,10	31,80	16,10	63,10	31,80
M03,D16,H03	19,20	62,00	35,40	19,20	62,00	35,40
M03,D16,H04	22,20	61,00	39,00	22,20	61,00	39,00
M03,D16,H05	25,30	60,00	42,60	25,30	60,00	42,60
M03,D16,H06	28,40	59,00	46,20	28,40	59,00	46,20
M03,D16,H07	31,40	58,00	49,80	31,40	58,00	49,80
M03,D16,H08	30,80	61,60	53,10	30,80	61,60	53,10
M03,D16,H09	30,20	65,20	56,30	30,20	65,20	56,30
M03,D16,H10	29,60	68,80	59,60	29,60	68,80	59,60
M03,D16,H11	29,00	72,40	62,90	29,00	72,40	62,90
M03,D16,H12	28,40	76,00	66,10	28,40	76,00	66,10
M03,D16,H13	27,80	79,60	69,40	27,80	79,60	69,40
M03,D16,H14	29,60	77,40	72,00	29,60	77,40	72,00
M03,D16,H15	31,30	75,30	74,60	31,30	75,30	74,60
M03,D16,H16	33,10	73,10	77,20	33,10	73,10	77,20
M03,D16,H17	34,90	71,00	79,70	34,90	71,00	79,70
M03,D16,H18	36,60	68,80	82,30	36,60	68,80	82,30
M03,D16,H19	38,40	66,70	84,90	38,40	66,70	84,90
M03,D16,H20	39,30	63,50	79,90	39,30	63,50	79,90
M03,D16,H21	40,30	60,30	74,90	40,30	60,30	74,90
M03,D16,H22	41,20	57,10	70,00	41,20	57,10	70,00
M03,D16,H23	42,10	54,00	65,00	42,10	54,00	65,00
M03,D16,H24	43,10	50,80	60,00	43,10	50,80	60,00
M03,D17,H01	44,00	47,60	55,00	44,00	47,60	55,00
M03,D17,H02	41,80	44,40	51,70	41,80	44,40	51,70
M03,D17,H03	39,60	41,30	48,50	39,60	41,30	48,50
M03,D17,H04	37,40	38,10	45,30	37,40	38,10	45,30
M03,D17,H05	35,20	35,00	42,00	35,20	35,00	42,00
M03,D17,H06	33,00	31,80	38,80	33,00	31,80	38,80
M03,D17,H07	30,80	28,70	35,50	30,80	28,70	35,50
M03,D17,H08	31,40	32,10	37,30	31,40	32,10	37,30
M03,D17,H09	32,00	35,50	39,20	32,00	35,50	39,20
M03,D17,H10	32,60	38,90	41,00	32,60	38,90	41,00
M03,D17,H11	33,10	42,40	42,80	33,10	42,40	42,80
M03,D17,H12	33,70	45,80	44,60	33,70	45,80	44,60
M03,D17,H13	34,30	49,20	46,40	34,30	49,20	46,40
M03,D17,H14	30,20	50,60	40,80	30,20	50,60	40,80
M03,D17,H15	26,10	51,90	35,20	26,10	51,90	35,20
M03,D17,H16	22,00	53,20	29,60	22,00	53,20	29,60
M03,D17,H17	17,90	54,60	24,00	17,90	54,60	24,00
M03,D17,H18	13,80	55,90	18,40	13,80	55,90	18,40
M03,D17,H19	9,72	57,30	12,80	9,72	57,30	12,80
M03,D17,H20	8,54	56,00	14,10	8,54	56,00	14,10
M03,D17,H21	7,36	54,80	15,50	7,36	54,80	15,50
M03,D17,H22	6,18	53,60	16,90	6,18	53,60	16,90
M03,D17,H23	5,01	52,40	18,20	5,01	52,40	18,20
M03,D17,H24	3,83	51,20	19,60	3,83	51,20	19,60
M03,D18,H01	2,65	49,90	21,00	2,65	49,90	21,00
M03,D18,H02	3,88	45,70	20,20	3,88	45,70	20,20
M03,D18,H03	5,11	41,50	19,40	5,11	41,50	19,40
M03,D18,H04	6,34	37,20	18,70	6,34	37,20	18,70
M03,D18,H05	7,57	33,00	17,90	7,57	33,00	17,90
M03,D18,H06	8,80	28,70	17,10	8,80	28,70	17,10
M03,D18,H07	10,00	24,50	16,40	10,00	24,50	16,40
M03,D18,H08	9,33	25,90	17,40	9,33	25,90	17,40
M03,D18,H09	8,63	27,40	18,40	8,63	27,40	18,40
M03,D18,H10	7,93	28,80	19,40	7,93	28,80	19,40
M03,D18,H11	7,23	30,30	20,40	7,23	30,30	20,40
M03,D18,H12	6,53	31,70	21,40	6,53	31,70	21,40
M03,D18,H13	5,83	33,20	22,40	5,83	33,20	22,40
M03,D18,H14	5,46	29,70	28,00	5,46	29,70	28,00
M03,D18,H15	5,10	26,30	33,70	5,10	26,30	33,70
M03,D18,H16	4,73	22,90	39,30	4,73	22,90	39,30
M03,D18,H17	4,36	19,40	44,90	4,36	19,40	44,90
M03,D18,H18	3,99	16,00	50,60	3,99	16,00	50,60
M03,D18,H19	3,63	12,60	56,20	3,63	12,60	56,20
M03,D18,H20	3,97	21,60	53,70	3,97	21,60	53,70
M03,D18,H21	4,32	30,60	51,10	4,32	30,60	51,10
M03,D18,H22	4,67	39,60	48,60	4,67	39,60	48,60
M03,D18,H23	5,01	48,60	46,00	5,01	48,60	46,00
M03,D18,H24	5,36	57,60	43,40	5,36	57,60	43,40
M03,D19,H01	5,71	66,60	40,90	5,71	66,60	40,90
M03,D19,H02	7,00	69,50	37,10	7,00	69,50	37,10
M03,D19,H03	8,29	72,40	33,30	8,29	72,40	33,30
M03,D19,H04	9,58	75,20	29,50	9,58	75,20	29,50
M03,D19,H05	10,90	78,10	25,80	10,90	78,10	25,80
M03,D19,H06	12,20	81,00	22,00	12,20	81,00	22,00
M03,D19,H07	13,50	83,90	18,20	13,50	83,90	18,20
M03,D19,H08	18,20	82,20	20,60	18,20	82,20	20,60
M03,D19,H09	22,90	80,60	22,90	22,90	80,60	22,90
M03,D19,H10	27,60	79,00	25,30	27,60	79,00	25,30
M03,D19,H11	32,30	77,40	27,70	32,30	77,40	27,70
M03,D19,H12	37,00	75,80	30,00	37,00	75,80	30,00
M03,D19,H13	41,70	74,10	32,40	41,70	74,10	32,40
M03,D19,H14	43,60	72,60	30,80	43,60	72,60	30,80
M03,D19,H15	45,60	71,10	29,20	45,60	71,10	29,20
M03,D19,H16	47,50	69,60	27,60	47,50	69,60	27,60
M03,D19,H17	49,50	68,10	26,00	49,50	68,10	26,00
M03,D19,H18	51,40	66,60	24,40	51,40	66,60	24,40
M03,D19,H19	53,40	65,10	22,80	53,40	65,10	22,80
M03,D19,H20	51,30	66,60	25,20	51,30	66,60	25,20
M03,D19,H21	49,20	68,10	27,60	49,20	68,10	27,60
M03,D19,H22	47,00	69,50	29,90	47,00	69,50	29,90
M03,D19,H23	44,90	71,00	32,30	44,90	71,00	32,30
M03,D19,H24	42,80	72,40	34,60	42,80	72,40	34,60
M03,D20,H01	40,70	73,90	37,00	40,70	73,90	37,00
M03,D20,H02	42,80	76,70	38,70	42,80	76,70	38,70
M03,D20,H03	44,90	79,40	40,40	44,90	79,40	40,40
M03,D20,H04	46,90	82,20	42,00	46,90	82,20	42,00
M03,D20,H05	49,00	84,90	43,70	49,00	84,90	43,70
M03,D20,H06	51,10	87,70	45,40	51,10	87,70	45,40
M03,D20,H07	53,20	90,50	47,10	53,20	90,50	47,10
M03,D20,H08	56,10	90,10	50,80	56,10	90,10	50,80
M03,D20,H09	59,10	89,70	54,40	59,10	89,70	54,40
M03,D20,H10	62,00	89,30	58,10	62,00	89,30	58,10
M03,D20,H11	64,90	88,90	61,80	64,90	88,90	61,80
M03,D20,H12	67,90	88,50	65,40	67,90	88,50	65,40
M03,D20,H13	70,80	88,10	69,10	70,80	88,10	69,10
M03,D20,H14	70,80	85,30	65,00	70,80	85,30	65,00
M03,D20,H15	70,80	82,50	61,00	70,80	82,50	61,00
M03,D20,H16	70,90	79,70	57,00	70,90	79,70	57,00
M03,D20,H17	70,90	76,90	52,90	70,90	76,90	52,90
M03,D20,H18	70,90	74,10	48,90	70,90	74,10	48,90
M03,D20,H19	70,90	71,30	44,80	70,90	71,30	44,80
M03,D20,H20	70,50	72,90	45,30	70,50	72,90	45,30
M03,D20,H21	70,00	74,50	45,70	70,00	74,50	45,70
M03,D20,H22	69,60	76,10	46,20	69,60	76,10	46,20
M03,D20,H23	69,20	77,60	46,60	69,20	77,60	46,60
M03,D20,H24	68,80	79,20	47,10	68,80	79,20	47,10
M03,D21,H01	68,30	80,80	47,50	68,30	80,80	47,50
M03,D21,H02	66,80	81,90	48,20	66,80	81,90	48,20
M03,D21,H03	65,30	83,00	49,00	65,30	83,00	49,00
M03,D21,H04	63,80	84,10	49,70	63,80	84,10	49,70
M03,D21,H05	62,30	85,20	50,50	62,30	85,20	50,50
M03,D21,H06	60,70	86,30	51,20	60,70	86,30	51,20
M03,D21,H07	59,20	87,40	51,90	59,20	87,40	51,90
M03,D21,H08	60,70	87,80	54,10	60,70	87,80	54,10
M03,D21,H09	62,10	88,10	56,20	62,10	88,10	56,20
M03,D21,H10	63,60	88,50	58,30	63,60	88,50	58,30
M03,D21,H11	65,00	88,80	60,40	65,00	88,80	60,40
M03,D21,H12	66,50	89,20	62,50	66,50	89,20	62,50
M03,D21,H13	67,90	89,50	64,60	67,90	89,50	64,60
M03,D21,H14	68,60	89,60	58,50	68,60	89,60	58,50
M03,D21,H15	69,40	89,60	52,40	69,40	89,60	52,40
M03,D21,H16	70,10	89,60	46,30	70,10	89,60	46,30
M03,D21,H17	70,80	89,70	40,20	70,80	89,70	40,20
M03,D21,H18	71,60	89,70	34,10	71,60	89,70	34,10
M03,D21,H19	72,30	89,70	27,90	72,30	89,70	27,90
M03,D21,H20	71,10	89,20	28,30	71,10	89,20	28,30
M03,D21,H21	69,80	88,70	28,60	69,80	88,70	28,60
M03,D21,H22	68,60	88,20	29,00	68,60	88,20	29,00
M03,D21,H23	67,40	87,70	29,30	67,40	87,70	29,30
M03,D21,H24	66,10	87,20	29,60	66,10	87,20	29,60
M03,D22,H01	64,90	86,70	30,00	64,90	86,70	30,00
M03,D22,H02	63,60	86,60	30,10	63,60	86,60	30,10
M03,D22,H03	62,40	86,50	30,30	62,40	86,50	30,30
M03,D22,H04	61,10	86,40	30,50	61,10	86,40	30,50
M03,D22,H05	59,80	86,30	30,60	59,80	86,30	30,60
M03,D22,H06	58,60	86,20	30,80	58,60	86,20	30,80
M03,D22,H07	57,30	86,10	30,90	57,30	86,10	30,90
M03,D22,H08	58,70	86,90	37,60	58,70	86,90	37,60
M03,D22,H09	60,10	87,60	44,20	60,10	87,60	44,20
M03,D22,H10	61,50	88,40	50,90	61,50	88,40	50,90
M03,D22,H11	62,90	89,10	57,60	62,90	89,10	57,60
M03,D22,H12	64,30	89,90	64,20	64,30	89,90	64,20
M03,D22,H13	65,70	90,60	70,90	65,70	90,60	70,90
M03,D22,H14	64,50	89,80	70,10	64,50	89,80	70,10
M03,D22,H15	63,30	88,90	69,40	63,30	88,90	69,40
M03,D22,H16	62,10	88,10	68,70	62,10	88,10	68,70
M03,D22,H17	60,90	87,20	68,00	60,90	87,20	68,00
M03,D22,H18	59,70	86,40	67,30	59,70	86,40	67,30
M03,D22,H19	58,50	85,60	66,60	58,50	85,60	66,60
M03,D22,H20	59,50	86,10	65,40	59,50	86,10	65,40
M03,D22,H21	60,50	86,70	64,20	60,50	86,70	64,20
M03,D22,H22	61,50	87,20	63,00	61,50	87,20	63,00
M03,D22,H23	62,50	87,80	61,80	62,50	87,80	61,80
M03,D22,H24	63,50	88,30	60,60	63,50	88,30	60,60
M03,D23,H01	64,50	88,90	59,40	64,50	88,90	59,40
M03,D23,H02	66,10	86,10	55,80	66,10	86,10	55,80
M03,D23,H03	67,70	83,20	52,20	67,70	83,20	52,20
M03,D23,H04	69,30	80,40	48,70	69,30	80,40	48,70
M03,D23,H05	70,90	77,60	45,10	70,90	77,60	45,10
M03,D23,H06	72,60	74,80	41,50	72,60	74,80	41,50
M03,D23,H07	74,20	72,00	37,90	74,20	72,00	37,90
M03,D23,H08	73,60	70,60	38,50	73,60	70,60	38,50
M03,D23,H09	73,10	69,20	39,10	73,10	69,20	39,10
M03,D23,H10	72,60	67,80	39,70	72,60	67,80	39,70
M03,D23,H11	72,10	66,40	40,30	72,10	66,40	40,30
M03,D23,H12	71,50	65,00	40,90	71,50	65,00	40,90
M03,D23,H13	71,00	63,60	41,50	71,00	63,60	41,50
M03,D23,H14	70,50	58,30	39,70	70,50	58,30	39,70
M03,D23,H15	70,00	53,00	38,00	70,00	53,00	38,00
M03,D23,H16	69,50	47,70	36,20	69,50	47,70	36,20
M03,D23,H17	69,00	42,40	34,50	69,00	42,40	34,50
M03,D23,H18	68,60	37,10	32,70	68,60	37,10	32,70
M03,D23,H19	68,10	31,90	30,90	68,10	31,90	30,90
M03,D23,H20	67,40	31,70	28,30	67,40	31,70	28,30
M03,D23,H21	66,80	31,60	25,70	66,80	31,60	25,70
M03,D23,H22	66,10	31,40	23,10	66,10	31,40	23,10
M03,D23,H23	65,40	31,20	20,50	65,40	31,20	20,50
M03,D23,H24	64,80	31,10	17,90	64,80	31,10	17,90
M03,D24,H01	64,10	30,90	15,30	64,10	30,90	15,30
M03,D24,H02	61,60	32,80	14,40	61,60	32,80	14,40
M03,D24,H03	59,10	34,80	13,40	59,10	34,80	13,40
M03,D24,H04	56,60	36,70	12,50	56,60	36,70	12,50
M03,D24,H05	54,10	38,60	11,60	54,10	38,60	11,60
M03,D24,H06	51,60	40,50	10,70	51,60	40,50	10,70
M03,D24,H07	49,10	42,40	9,73	49,10	42,40	9,73
M03,D24,H08	46,30	46,60	9,23	46,30	46,60	9,23
M03,D24,H09	43,50	50,80	8,72	43,50	50,80	8,72
M03,D24,H10	40,80	54,90	8,22	40,80	54,90	8,22
M03,D24,H11	38,00	59,10	7,71	38,00	59,10	7,71
M03,D24,H12	35,20	63,30	7,20	35,20	63,30	7,20
M03,D24,H13	32,50	67,50	6,70	32,50	67,50	6,70
M03,D24,H14	36,60	67,70	6,49	36,60	67,70	6,49
M03,D24,H15	40,70	68,00	6,28	40,70	68,00	6,28
M03,D24,H16	44,90	68,30	6,07	44,90	68,30	6,07
M03,D24,H17	49,00	68,60	5,86	49,00	68,60	5,86
M03,D24,H18	53,10	68,90	5,65	53,10	68,90	5,65
M03,D24,H19	57,20	69,20	5,44	57,20	69,20	5,44
M03,D24,H20	57,90	68,50	6,30	57,90	68,50	6,30
M03,D24,H21	58,60	67,80	7,15	58,60	67,80	7,15
M03,D24,H22	59,20	67,10	8,01	59,20	67,10	8,01
M03,D24,H23	59,90	66,40	8,87	59,90	66,40	8,87
M03,D24,H24	60,60	65,70	9,72	60,60	65,70	9,72
M03,D25,H01	61,30	65,00	10,60	61,30	65,00	10,60
M03,D25,H02	62,00	63,60	11,90	62,00	63,60	11,90
M03,D25,H03	62,70	62,20	13,30	62,70	62,20	13,30
M03,D25,H04	63,40	60,80	14,60	63,40	60,80	14,60
M03,D25,H05	64,10	59,30	16,00	64,10	59,30	16,00
M03,D25,H06	64,80	57,90	17,30	64,80	57,90	17,30
M03,D25,H07	65,50	56,50	18,70	65,50	56,50	18,70
M03,D25,H08	63,30	52,00	17,80	63,30	52,00	17,80
M03,D25,H09	61,00	47,50	17,00	61,00	47,50	17,00
M03,D25,H10	58,70	43,00	16,10	58,70	43,00	16,10
M03,D25,H11	56,40	38,50	15,20	56,40	38,50	15,20
M03,D25,H12	54,20	34,00	14,40	54,20	34,00	14,40
M03,D25,H13	51,90	29,50	13,50	51,90	29,50	13,50
M03,D25,H14	47,60	27,00	14,40	47,60	27,00	14,40
M03,D25,H15	43,30	24,50	15,30	43,30	24,50	15,30
M03,D25,H16	39,00	21,90	16,30	39,00	21,90	16,30
M03,D25,H17	34,70	19,40	17,20	34,70	19,40	17,20
M03,D25,H18	30,40	16,90	18,10	30,40	16,90	18,10
M03,D25,H19	26,10	14,40	19,00	26,10	14,40	19,00
M03,D25,H20	22,20	13,00	16,60	22,20	13,00	16,60
M03,D25,H21	18,20	11,60	14,10	18,20	11,60	14,10
M03,D25,H22	14,20	10,20	11,60	14,20	10,20	11,60
M03,D25,H23	10,20	8,87	9,17	10,20	8,87	9,17
M03,D25,H24	6,19	7,49	6,70	6,19	7,49	6,70
M03,D26,H01	2,20	6,11	4,24	2,20	6,11	4,24
M03,D26,H02	1,95	7,07	3,93	1,95	7,07	3,93
M03,D26,H03	1,70	8,04	3,62	1,70	8,04	3,62
M03,D26,H04	1,45	9,01	3,31	1,45	9,01	3,31
M03,D26,H05	1,20	9,97	2,99	1,20	9,97	2,99
M03,D26,H06	0,95	10,90	2,68	0,95	10,90	2,68
M03,D26,H07	0,70	11,90	2,37	0,70	11,90	2,37
M03,D26,H08	0,67	12,50	2,27	0,67	12,50	2,27
M03,D26,H09	0,64	13,00	2,18	0,64	13,00	2,18
M03,D26,H10	0,62	13,60	2,08	0,62	13,60	2,08
M03,D26,H11	0,59	14,10	1,99	0,59	14,10	1,99
M03,D26,H12	0,56	14,70	1,89	0,56	14,70	1,89
M03,D26,H13	0,53	15,20	1,80	0,53	15,20	1,80
M03,D26,H14	1,22	14,20	2,39	1,22	14,20	2,39
M03,D26,H15	1,91	13,30	2,97	1,91	13,30	2,97
M03,D26,H16	2,60	12,30	3,56	2,60	12,30	3,56
M03,D26,H17	3,29	11,30	4,15	3,29	11,30	4,15
M03,D26,H18	3,98	10,30	4,74	3,98	10,30	4,74
M03,D26,H19	4,67	9,31	5,32	4,67	9,31	5,32
M03,D26,H20	6,50	8,18	5,80	6,50	8,18	5,80
M03,D26,H21	8,34	7,06	6,27	8,34	7,06	6,27
M03,D26,H22	10,20	5,93	6,74	10,20	5,93	6,74
M03,D26,H23	12,00	4,81	7,22	12,00	4,81	7,22
M03,D26,H24	13,90	3,69	7,69	13,90	3,69	7,69
M03,D27,H01	15,70	2,56	8,17	15,70	2,56	8,17
M03,D27,H02	16,40	3,78	9,50	16,40	3,78	9,50
M03,D27,H03	17,10	5,00	10,80	17,10	5,00	10,80
M03,D27,H04	17,80	6,22	12,20	17,80	6,22	12,20
M03,D27,H05	18,60	7,44	13,50	18,60	7,44	13,50
M03,D27,H06	19,30	8,66	14,80	19,30	8,66	14,80
M03,D27,H07	20,00	9,88	16,20	20,00	9,88	16,20
M03,D27,H08	20,60	10,60	15,30	20,60	10,60	15,30
M03,D27,H09	21,20	11,30	14,50	21,20	11,30	14,50
M03,D27,H10	21,80	12,00	13,70	21,80	12,00	13,70
M03,D27,H11	22,40	12,70	12,90	22,40	12,70	12,90
M03,D27,H12	23,00	13,40	12,10	23,00	13,40	12,10
M03,D27,H13	23,60	14,00	11,30	23,60	14,00	11,30
M03,D27,H14	25,50	13,50	11,60	25,50	13,50	11,60
M03,D27,H15	27,30	13,00	12,00	27,30	13,00	12,00
M03,D27,H16	29,20	12,50	12,30	29,20	12,50	12,30
M03,D27,H17	31,10	12,00	12,60	31,10	12,00	12,60
M03,D27,H18	33,00	11,50	13,00	33,00	11,50	13,00
M03,D27,H19	34,90	11,00	13,30	34,90	11,00	13,30
M03,D27,H20	35,30	11,10	13,60	35,30	11,10	13,60
M03,D27,H21	35,70	11,10	13,80	35,70	11,10	13,80
M03,D27,H22	36,20	11,20	14,10	36,20	11,20	14,10
M03,D27,H23	36,60	11,20	14,40	36,60	11,20	14,40
M03,D27,H24	37,10	11,20	14,70	37,10	11,20	14,70
M03,D28,H01	37,50	11,30	14,90	37,50	11,30	14,90
M03,D28,H02	35,00	11,50	13,30	35,00	11,50	13,30
M03,D28,H03	32,50	11,80	11,70	32,50	11,80	11,70
M03,D28,H04	30,00	12,10	10,10	30,00	12,10	10,10
M03,D28,H05	27,50	12,40	8,56	27,50	12,40	8,56
M03,D28,H06	24,90	12,60	6,97	24,90	12,60	6,97
M03,D28,H07	22,40	12,90	5,37	22,40	12,90	5,37
M03,D28,H08	19,60	12,50	5,23	19,60	12,50	5,23
M03,D28,H09	16,80	12,00	5,08	16,80	12,00	5,08
M03,D28,H10	13,90	11,60	4,94	13,90	11,60	4,94
M03,D28,H11	11,10	11,10	4,79	11,10	11,10	4,79
M03,D28,H12	8,25	10,60	4,64	8,25	10,60	4,64
M03,D28,H13	5,41	10,20	4,50	5,41	10,20	4,50
M03,D28,H14	5,77	12,60	4,91	5,77	12,60	4,91
M03,D28,H15	6,12	14,90	5,33	6,12	14,90	5,33
M03,D28,H16	6,48	17,30	5,74	6,48	17,30	5,74
M03,D28,H17	6,83	19,60	6,16	6,83	19,60	6,16
M03,D28,H18	7,19	22,00	6,57	7,19	22,00	6,57
M03,D28,H19	7,54	24,30	6,99	7,54	24,30	6,99
M03,D28,H20	6,75	23,10	7,04	6,75	23,10	7,04
M03,D28,H21	5,97	21,90	7,10	5,97	21,90	7,10
M03,D28,H22	5,18	20,70	7,15	5,18	20,70	7,15
M03,D28,H23	4,39	19,50	7,21	4,39	19,50	7,21
M03,D28,H24	3,60	18,30	7,26	3,60	18,30	7,26
M03,D29,H01	2,82	17,10	7,31	2,82	17,10	7,31
M03,D29,H02	3,39	18,70	7,02	3,39	18,70	7,02
M03,D29,H03	3,97	20,20	6,72	3,97	20,20	6,72
M03,D29,H04	4,54	21,80	6,43	4,54	21,80	6,43
M03,D29,H05	5,12	23,30	6,13	5,12	23,30	6,13
M03,D29,H06	5,69	24,90	5,84	5,69	24,90	5,84
M03,D29,H07	6,27	26,40	5,54	6,27	26,40	5,54
M03,D29,H08	6,13	27,20	5,24	6,13	27,20	5,24
M03,D29,H09	6,00	28,00	4,93	6,00	28,00	4,93
M03,D29,H10	5,86	28,70	4,62	5,86	28,70	4,62
M03,D29,H11	5,73	29,50	4,32	5,73	29,50	4,32
M03,D29,H12	5,59	30,30	4,01	5,59	30,30	4,01
M03,D29,H13	5,46	31,10	3,70	5,46	31,10	3,70
M03,D29,H14	5,14	34,80	4,06	5,14	34,80	4,06
M03,D29,H15	4,82	38,60	4,41	4,82	38,60	4,41
M03,D29,H16	4,50	42,40	4,76	4,50	42,40	4,76
M03,D29,H17	4,18	46,20	5,11	4,18	46,20	5,11
M03,D29,H18	3,86	50,00	5,46	3,86	50,00	5,46
M03,D29,H19	3,54	53,80	5,81	3,54	53,80	5,81
M03,D29,H20	3,20	53,50	7,01	3,20	53,50	7,01
M03,D29,H21	2,86	53,20	8,20	2,86	53,20	8,20
M03,D29,H22	2,52	52,90	9,40	2,52	52,90	9,40
M03,D29,H23	2,19	52,60	10,60	2,19	52,60	10,60
M03,D29,H24	1,85	52,30	11,80	1,85	52,30	11,80
M03,D30,H01	1,51	52,00	13,00	1,51	52,00	13,00
M03,D30,H02	1,67	53,30	13,40	1,67	53,30	13,40
M03,D30,H03	1,82	54,50	13,80	1,82	54,50	13,80
M03,D30,H04	1,98	55,70	14,20	1,98	55,70	14,20
M03,D30,H05	2,14	56,90	14,60	2,14	56,90	14,60
M03,D30,H06	2,30	58,10	15,00	2,30	58,10	15,00
M03,D30,H07	2,46	59,30	15,50	2,46	59,30	15,50
M03,D30,H08	2,81	64,30	17,40	2,81	64,30	17,40
M03,D30,H09	3,17	69,20	19,40	3,17	69,20	19,40
M03,D30,H10	3,52	74,20	21,40	3,52	74,20	21,40
M03,D30,H11	3,88	79,10	23,40	3,88	79,10	23,40
M03,D30,H12	4,23	84,00	25,30	4,23	84,00	25,30
M03,D30,H13	4,59	89,00	27,30	4,59	89,00	27,30
M03,D30,H14	5,89	88,50	25,00	5,89	88,50	25,00
M03,D30,H15	7,18	88,00	22,70	7,18	88,00	22,70
M03,D30,H16	8,48	87,50	20,40	8,48	87,50	20,40
M03,D30,H17	9,77	87,00	18,10	9,77	87,00	18,10
M03,D30,H18	11,10	86,50	15,80	11,10	86,50	15,80
M03,D30,H19	12,40	86,00	13,50	12,40	86,00	13,50
M03,D30,H20	13,50	82,80	12,90	13,50	82,80	12,90
M03,D30,H21	14,60	79,60	12,30	14,60	79,60	12,30
M03,D30,H22	15,70	76,40	11,70	15,70	76,40	11,70
M03,D30,H23	16,80	73,30	11,10	16,80	73,30	11,10
M03,D30,H24	17,90	70,10	10,50	17,90	70,10	10,50
M03,D31,H01	19,10	66,90	9,95	19,10	66,90	9,95
M03,D31,H02	20,20	60,80	9,98	20,20	60,80	9,98
M03,D31,H03	21,30	54,80	10,00	21,30	54,80	10,00
M03,D31,H04	22,40	48,70	10,00	22,40	48,70	10,00
M03,D31,H05	23,50	42,70	10,10	23,50	42,70	10,10
M03,D31,H06	24,60	36,60	10,10	24,60	36,60	10,10
M03,D31,H07	25,70	30,50	10,10	25,70	30,50	10,10
M03,D31,H08	27,10	32,70	11,90	27,10	32,70	11,90
M03,D31,H09	28,40	34,90	13,60	28,40	34,90	13,60
M03,D31,H10	29,80	37,10	15,40	29,80	37,10	15,40
M03,D31,H11	31,10	39,30	17,10	31,10	39,30	17,10
M03,D31,H12	32,40	41,50	18,90	32,40	41,50	18,90
M03,D31,H13	33,80	43,70	20,60	33,80	43,70	20,60
M03,D31,H14	32,70	50,30	19,70	32,70	50,30	19,70
M03,D31,H15	31,70	56,90	18,70	31,70	56,90	18,70
M03,D31,H16	30,60	63,50	17,70	30,60	63,50	17,70
M03,D31,H17	29,50	70,20	16,80	29,50	70,20	16,80
M03,D31,H18	28,50	76,80	15,80	28,50	76,80	15,80
M03,D31,H19	27,40	83,40	14,80	27,40	83,40	14,80
M03,D31,H20	28,80	84,00	22,40	28,80	84,00	22,40
M03,D31,H21	30,20	84,60	30,00	30,20	84,60	30,00
M03,D31,H22	31,60	85,20	37,60	31,60	85,20	37,60
M03,D31,H23	33,10	85,80	45,20	33,10	85,80	45,20
M03,D31,H24	34,50	86,30	52,80	34,50	86,30	52,80
M04,D01,H01	35,90	86,90	60,30	35,90	86,90	60,30
M04,D01,H02	40,00	86,90	60,80	40,00	86,90	60,80
M04,D01,H03	44,10	87,00	61,30	44,10	87,00	61,30
M04,D01,H04	48,20	87,00	61,80	48,20	87,00	61,80
