Pattern	G solar	G solar new
M07,D30,H05	1,96	1,96
M07,D30,H06	11,30	11,30
M07,D30,H07	26,40	26,40
M07,D30,H08	40,90	40,90
M07,D30,H09	52,50	52,50
M07,D30,H10	59,60	59,60
M07,D30,H11	62,60	62,60
M07,D30,H12	63,10	63,10
M07,D30,H13	61,80	61,80
M07,D30,H14	57,30	57,30
M07,D30,H15	48,40	48,40
M07,D30,H16	35,30	35,30
M07,D30,H17	20,20	20,20
M07,D30,H18	5,69	5,69
M07,D30,H19	0,87	0,87
M07,D30,H20	0,01	0,01
M07,D30,H21	0,01	0,01
M07,D30,H22	0,01	0,01
M07,D30,H23	0,01	0,01
M07,D30,H24	0,01	0,01
M07,D31,H01	0,01	0,01
M07,D31,H02	0,01	0,01
M07,D31,H03	0,01	0,01
M07,D31,H04	0,01	0,01
M07,D31,H05	1,88	1,88
M07,D31,H06	11,00	11,00
M07,D31,H07	25,80	25,80
M07,D31,H08	40,20	40,20
M07,D31,H09	51,70	51,70
M07,D31,H10	58,70	58,70
M07,D31,H11	61,70	61,70
M07,D31,H12	62,20	62,20
M07,D31,H13	60,90	60,90
M07,D31,H14	56,40	56,40
M07,D31,H15	47,60	47,60
M07,D31,H16	34,70	34,70
M07,D31,H17	19,80	19,80
M07,D31,H18	5,49	5,49
M07,D31,H19	0,80	0,80
M07,D31,H20	0,01	0,01
M07,D31,H21	0,01	0,01
M07,D31,H22	0,01	0,01
M07,D31,H23	0,01	0,01
M07,D31,H24	0,01	0,01
M08,D01,H01	0,01	0,01
M08,D01,H02	0,01	0,01
M08,D01,H03	0,01	0,01
M08,D01,H04	0,01	0,01
M08,D01,H05	1,49	1,49
M08,D01,H06	3,83	3,83
M08,D01,H07	6,90	6,90
M08,D01,H08	10,40	10,40
M08,D01,H09	13,70	13,70
M08,D01,H10	16,10	16,10
M08,D01,H11	17,40	17,40
M08,D01,H12	17,70	17,70
M08,D01,H13	17,00	17,00
M08,D01,H14	15,30	15,30
M08,D01,H15	12,40	12,40
M08,D01,H16	9,00	9,00
M08,D01,H17	5,59	5,59
M08,D01,H18	2,84	2,84
M08,D01,H19	0,61	0,61
M08,D01,H20	0,01	0,01
M08,D01,H21	0,01	0,01
M08,D01,H22	0,01	0,01
M08,D01,H23	0,01	0,01
M08,D01,H24	0,01	0,01
M08,D02,H01	0,01	0,01
M08,D02,H02	0,01	0,01
M08,D02,H03	0,01	0,01
M08,D02,H04	0,01	0,01
M08,D02,H05	1,90	1,90
M08,D02,H06	8,99	8,99
M08,D02,H07	20,30	20,30
M08,D02,H08	31,60	31,60
M08,D02,H09	40,90	40,90
M08,D02,H10	46,90	46,90
M08,D02,H11	49,60	49,60
M08,D02,H12	50,10	50,10
M08,D02,H13	48,80	48,80
M08,D02,H14	44,90	44,90
M08,D02,H15	37,50	37,50
M08,D02,H16	27,20	27,20
M08,D02,H17	15,70	15,70
M08,D02,H18	4,89	4,89
M08,D02,H19	0,73	0,73
M08,D02,H20	0,01	0,01
M08,D02,H21	0,01	0,01
M08,D02,H22	0,01	0,01
M08,D02,H23	0,01	0,01
M08,D02,H24	0,01	0,01
M08,D03,H01	0,01	0,01
M08,D03,H02	0,01	0,01
M08,D03,H03	0,01	0,01
M08,D03,H04	0,01	0,01
M08,D03,H05	1,58	1,58
M08,D03,H06	11,60	11,60
M08,D03,H07	28,70	28,70
M08,D03,H08	45,20	45,20
M08,D03,H09	58,20	58,20
M08,D03,H10	66,20	66,20
M08,D03,H11	69,60	69,60
M08,D03,H12	70,20	70,20
M08,D03,H13	68,70	68,70
M08,D03,H14	63,70	63,70
M08,D03,H15	53,60	53,60
M08,D03,H16	38,90	38,90
M08,D03,H17	21,80	21,80
M08,D03,H18	5,30	5,30
M08,D03,H19	0,57	0,57
M08,D03,H20	0,01	0,01
M08,D03,H21	0,01	0,01
M08,D03,H22	0,01	0,01
M08,D03,H23	0,01	0,01
M08,D03,H24	0,01	0,01
M08,D04,H01	0,01	0,01
M08,D04,H02	0,01	0,01
M08,D04,H03	0,01	0,01
M08,D04,H04	0,01	0,01
M08,D04,H05	1,72	1,72
M08,D04,H06	7,07	7,07
M08,D04,H07	15,40	15,40
M08,D04,H08	24,00	24,00
M08,D04,H09	31,20	31,20
M08,D04,H10	36,10	36,10
M08,D04,H11	38,40	38,40
M08,D04,H12	38,90	38,90
M08,D04,H13	37,80	37,80
M08,D04,H14	34,40	34,40
M08,D04,H15	28,50	28,50
M08,D04,H16	20,60	20,60
M08,D04,H17	11,90	11,90
M08,D04,H18	4,13	4,13
M08,D04,H19	0,58	0,58
M08,D04,H20	0,01	0,01
M08,D04,H21	0,01	0,01
M08,D04,H22	0,01	0,01
M08,D04,H23	0,01	0,01
M08,D04,H24	0,01	0,01
M08,D05,H01	0,01	0,01
M08,D05,H02	0,01	0,01
M08,D05,H03	0,01	0,01
M08,D05,H04	0,01	0,01
M08,D05,H05	1,37	1,37
M08,D05,H06	3,97	3,97
M08,D05,H07	7,49	7,49
M08,D05,H08	11,50	11,50
M08,D05,H09	15,20	15,20
M08,D05,H10	17,90	17,90
M08,D05,H11	19,40	19,40
M08,D05,H12	19,80	19,80
M08,D05,H13	19,00	19,00
M08,D05,H14	17,00	17,00
M08,D05,H15	13,80	13,80
M08,D05,H16	9,88	9,88
M08,D05,H17	5,99	5,99
M08,D05,H18	2,84	2,84
M08,D05,H19	0,42	0,42
M08,D05,H20	0,01	0,01
M08,D05,H21	0,01	0,01
M08,D05,H22	0,01	0,01
M08,D05,H23	0,01	0,01
M08,D05,H24	0,01	0,01
M08,D06,H01	0,01	0,01
M08,D06,H02	0,01	0,01
M08,D06,H03	0,01	0,01
M08,D06,H04	0,01	0,01
M08,D06,H05	1,56	1,56
M08,D06,H06	6,17	6,17
M08,D06,H07	13,20	13,20
M08,D06,H08	20,70	20,70
M08,D06,H09	27,10	27,10
M08,D06,H10	31,50	31,50
M08,D06,H11	33,70	33,70
M08,D06,H12	34,20	34,20
M08,D06,H13	33,10	33,10
M08,D06,H14	30,00	30,00
M08,D06,H15	24,70	24,70
M08,D06,H16	17,70	17,70
M08,D06,H17	10,30	10,30
M08,D06,H18	3,72	3,72
M08,D06,H19	0,43	0,43
M08,D06,H20	0,01	0,01
M08,D06,H21	0,01	0,01
M08,D06,H22	0,01	0,01
M08,D06,H23	0,01	0,01
M08,D06,H24	0,01	0,01
M08,D07,H01	0,01	0,01
M08,D07,H02	0,01	0,01
M08,D07,H03	0,01	0,01
M08,D07,H04	0,01	0,01
M08,D07,H05	1,56	1,56
M08,D07,H06	8,42	8,42
M08,D07,H07	19,80	19,80
M08,D07,H08	31,30	31,30
M08,D07,H09	40,80	40,80
M08,D07,H10	47,10	47,10
M08,D07,H11	50,00	50,00
M08,D07,H12	50,60	50,60
M08,D07,H13	49,20	49,20
M08,D07,H14	45,00	45,00
M08,D07,H15	37,30	37,30
M08,D07,H16	26,80	26,80
M08,D07,H17	15,10	15,10
M08,D07,H18	4,35	4,35
M08,D07,H19	0,38	0,38
M08,D07,H20	0,01	0,01
M08,D07,H21	0,01	0,01
M08,D07,H22	0,01	0,01
M08,D07,H23	0,01	0,01
M08,D07,H24	0,01	0,01
M08,D08,H01	0,01	0,01
M08,D08,H02	0,01	0,01
M08,D08,H03	0,01	0,01
M08,D08,H04	0,01	0,01
M08,D08,H05	1,44	1,44
M08,D08,H06	6,42	6,42
M08,D08,H07	14,30	14,30
M08,D08,H08	22,50	22,50
M08,D08,H09	29,50	29,50
M08,D08,H10	34,40	34,40
M08,D08,H11	36,80	36,80
M08,D08,H12	37,30	37,30
M08,D08,H13	36,10	36,10
M08,D08,H14	32,70	32,70
M08,D08,H15	26,90	26,90
M08,D08,H16	19,20	19,20
M08,D08,H17	11,00	11,00
M08,D08,H18	3,69	3,69
M08,D08,H19	0,29	0,29
M08,D08,H20	0,01	0,01
M08,D08,H21	0,01	0,01
M08,D08,H22	0,01	0,01
M08,D08,H23	0,01	0,01
M08,D08,H24	0,01	0,01
M08,D09,H01	0,01	0,01
M08,D09,H02	0,01	0,01
M08,D09,H03	0,01	0,01
M08,D09,H04	0,01	0,01
M08,D09,H05	1,30	1,30
M08,D09,H06	5,15	5,15
M08,D09,H07	10,90	10,90
M08,D09,H08	17,20	17,20
M08,D09,H09	22,70	22,70
M08,D09,H10	26,70	26,70
M08,D09,H11	28,70	28,70
M08,D09,H12	29,10	29,10
M08,D09,H13	28,10	28,10
M08,D09,H14	25,30	25,30
M08,D09,H15	20,60	20,60
M08,D09,H16	14,70	14,70
M08,D09,H17	8,49	8,49
M08,D09,H18	3,20	3,20
M08,D09,H19	0,21	0,21
M08,D09,H20	0,01	0,01
M08,D09,H21	0,01	0,01
M08,D09,H22	0,01	0,01
M08,D09,H23	0,01	0,01
M08,D09,H24	0,01	0,01
M08,D10,H01	0,01	0,01
M08,D10,H02	0,01	0,01
M08,D10,H03	0,01	0,01
M08,D10,H04	0,01	0,01
M08,D10,H05	1,07	1,07
M08,D10,H06	3,73	3,73
M08,D10,H07	7,37	7,37
M08,D10,H08	11,50	11,50
M08,D10,H09	15,40	15,40
M08,D10,H10	18,30	18,30
M08,D10,H11	19,90	19,90
M08,D10,H12	20,20	20,20
M08,D10,H13	19,40	19,40
M08,D10,H14	17,30	17,30
M08,D10,H15	13,90	13,90
M08,D10,H16	9,86	9,86
M08,D10,H17	5,81	5,81
M08,D10,H18	2,56	2,56
M08,D10,H19	0,12	0,12
M08,D10,H20	0,01	0,01
M08,D10,H21	0,01	0,01
M08,D10,H22	0,01	0,01
M08,D10,H23	0,01	0,01
M08,D10,H24	0,01	0,01
M08,D11,H01	0,01	0,01
M08,D11,H02	0,01	0,01
M08,D11,H03	0,01	0,01
M08,D11,H04	0,01	0,01
M08,D11,H05	0,85	0,85
M08,D11,H06	2,73	2,73
M08,D11,H07	5,09	5,09
M08,D11,H08	7,95	7,95
M08,D11,H09	10,70	10,70
M08,D11,H10	12,90	12,90
M08,D11,H11	14,10	14,10
M08,D11,H12	14,40	14,40
M08,D11,H13	13,70	13,70
M08,D11,H14	12,10	12,10
M08,D11,H15	9,66	9,66
M08,D11,H16	6,78	6,78
M08,D11,H17	4,06	4,06
M08,D11,H18	2,02	2,02
M08,D11,H19	0,05	0,05
M08,D11,H20	0,01	0,01
M08,D11,H21	0,01	0,01
M08,D11,H22	0,01	0,01
M08,D11,H23	0,01	0,01
M08,D11,H24	0,01	0,01
M08,D12,H01	0,01	0,01
M08,D12,H02	0,01	0,01
M08,D12,H03	0,01	0,01
M08,D12,H04	0,01	0,01
M08,D12,H05	0,97	0,97
M08,D12,H06	3,76	3,76
M08,D12,H07	7,63	7,63
M08,D12,H08	12,10	12,10
M08,D12,H09	16,20	16,20
M08,D12,H10	19,20	19,20
M08,D12,H11	20,90	20,90
M08,D12,H12	21,30	21,30
M08,D12,H13	20,40	20,40
M08,D12,H14	18,20	18,20
M08,D12,H15	14,60	14,60
M08,D12,H16	10,30	10,30
M08,D12,H17	5,97	5,97
M08,D12,H18	2,52	2,52
M08,D12,H19	0,01	0,01
M08,D12,H20	0,01	0,01
M08,D12,H21	0,01	0,01
M08,D12,H22	0,01	0,01
M08,D12,H23	0,01	0,01
M08,D12,H24	0,01	0,01
M08,D13,H01	0,01	0,01
M08,D13,H02	0,01	0,01
M08,D13,H03	0,01	0,01
M08,D13,H04	0,01	0,01
M08,D13,H05	1,06	1,06
M08,D13,H06	5,60	5,60
M08,D13,H07	12,90	12,90
M08,D13,H08	20,60	20,60
M08,D13,H09	27,40	27,40
M08,D13,H10	32,20	32,20
M08,D13,H11	34,70	34,70
M08,D13,H12	35,20	35,20
M08,D13,H13	33,90	33,90
M08,D13,H14	30,60	30,60
M08,D13,H15	24,90	24,90
M08,D13,H16	17,50	17,50
M08,D13,H17	9,82	9,82
M08,D13,H18	3,12	3,12
M08,D13,H19	0,01	0,01
M08,D13,H20	0,01	0,01
M08,D13,H21	0,01	0,01
M08,D13,H22	0,01	0,01
M08,D13,H23	0,01	0,01
M08,D13,H24	0,01	0,01
M08,D14,H01	0,01	0,01
M08,D14,H02	0,01	0,01
M08,D14,H03	0,01	0,01
M08,D14,H04	0,01	0,01
M08,D14,H05	1,02	1,02
M08,D14,H06	6,82	6,82
M08,D14,H07	16,70	16,70
M08,D14,H08	27,00	27,00
M08,D14,H09	35,80	35,80
M08,D14,H10	41,80	41,80
M08,D14,H11	44,80	44,80
M08,D14,H12	45,50	45,50
M08,D14,H13	44,00	44,00
M08,D14,H14	39,80	39,80
M08,D14,H15	32,50	32,50
M08,D14,H16	22,90	22,90
M08,D14,H17	12,60	12,60
M08,D14,H18	3,38	3,38
M08,D14,H19	0,01	0,01
M08,D14,H20	0,01	0,01
M08,D14,H21	0,01	0,01
M08,D14,H22	0,01	0,01
M08,D14,H23	0,01	0,01
M08,D14,H24	0,01	0,01
M08,D15,H01	0,01	0,01
M08,D15,H02	0,01	0,01
M08,D15,H03	0,01	0,01
M08,D15,H04	0,01	0,01
M08,D15,H05	0,94	0,94
M08,D15,H06	6,71	6,71
M08,D15,H07	16,60	16,60
M08,D15,H08	26,90	26,90
M08,D15,H09	35,80	35,80
M08,D15,H10	41,90	41,90
M08,D15,H11	45,00	45,00
M08,D15,H12	45,60	45,60
M08,D15,H13	44,10	44,10
M08,D15,H14	39,80	39,80
M08,D15,H15	32,50	32,50
M08,D15,H16	22,90	22,90
M08,D15,H17	12,50	12,50
M08,D15,H18	3,27	3,27
M08,D15,H19	0,01	0,01
M08,D15,H20	0,01	0,01
M08,D15,H21	0,01	0,01
M08,D15,H22	0,01	0,01
M08,D15,H23	0,01	0,01
M08,D15,H24	0,01	0,01
M08,D16,H01	0,01	0,01
M08,D16,H02	0,01	0,01
M08,D16,H03	0,01	0,01
M08,D16,H04	0,01	0,01
M08,D16,H05	0,85	0,85
M08,D16,H06	6,60	6,60
M08,D16,H07	16,60	16,60
M08,D16,H08	27,10	27,10
M08,D16,H09	36,10	36,10
M08,D16,H10	42,30	42,30
M08,D16,H11	45,40	45,40
M08,D16,H12	46,00	46,00
M08,D16,H13	44,50	44,50
M08,D16,H14	40,20	40,20
M08,D16,H15	32,80	32,80
M08,D16,H16	22,90	22,90
M08,D16,H17	12,40	12,40
M08,D16,H18	3,13	3,13
M08,D16,H19	0,01	0,01
M08,D16,H20	0,01	0,01
M08,D16,H21	0,01	0,01
M08,D16,H22	0,01	0,01
M08,D16,H23	0,01	0,01
M08,D16,H24	0,01	0,01
M08,D17,H01	0,01	0,01
M08,D17,H02	0,01	0,01
M08,D17,H03	0,01	0,01
M08,D17,H04	0,01	0,01
M08,D17,H05	0,76	0,76
M08,D17,H06	7,22	7,22
M08,D17,H07	18,90	18,90
M08,D17,H08	31,10	31,10
M08,D17,H09	41,40	41,40
M08,D17,H10	48,40	48,40
M08,D17,H11	51,90	51,90
M08,D17,H12	52,60	52,60
M08,D17,H13	50,90	50,90
M08,D17,H14	46,00	46,00
M08,D17,H15	37,60	37,60
M08,D17,H16	26,30	26,30
M08,D17,H17	14,10	14,10
M08,D17,H18	3,11	3,11
M08,D17,H19	0,01	0,01
M08,D17,H20	0,01	0,01
M08,D17,H21	0,01	0,01
M08,D17,H22	0,01	0,01
M08,D17,H23	0,01	0,01
M08,D17,H24	0,01	0,01
M08,D18,H01	0,01	0,01
M08,D18,H02	0,01	0,01
M08,D18,H03	0,01	0,01
M08,D18,H04	0,01	0,01
M08,D18,H05	0,69	0,69
M08,D18,H06	6,93	6,93
M08,D18,H07	18,20	18,20
M08,D18,H08	30,00	30,00
M08,D18,H09	40,00	40,00
M08,D18,H10	47,00	47,00
M08,D18,H11	50,40	50,40
M08,D18,H12	51,10	51,10
M08,D18,H13	49,40	49,40
M08,D18,H14	44,60	44,60
M08,D18,H15	36,30	36,30
M08,D18,H16	25,30	25,30
M08,D18,H17	13,50	13,50
M08,D18,H18	3,00	3,00
M08,D18,H19	0,01	0,01
M08,D18,H20	0,01	0,01
M08,D18,H21	0,01	0,01
M08,D18,H22	0,01	0,01
M08,D18,H23	0,01	0,01
M08,D18,H24	0,01	0,01
M08,D19,H01	0,01	0,01
M08,D19,H02	0,01	0,01
M08,D19,H03	0,01	0,01
M08,D19,H04	0,01	0,01
M08,D19,H05	0,60	0,60
M08,D19,H06	6,03	6,03
M08,D19,H07	15,50	15,50
M08,D19,H08	25,60	25,60
M08,D19,H09	34,50	34,50
M08,D19,H10	40,60	40,60
M08,D19,H11	43,80	43,80
M08,D19,H12	44,50	44,50
M08,D19,H13	42,90	42,90
M08,D19,H14	38,50	38,50
M08,D19,H15	31,20	31,20
M08,D19,H16	21,70	21,70
M08,D19,H17	11,60	11,60
M08,D19,H18	2,76	2,76
M08,D19,H19	0,01	0,01
M08,D19,H20	0,01	0,01
M08,D19,H21	0,01	0,01
M08,D19,H22	0,01	0,01
M08,D19,H23	0,01	0,01
M08,D19,H24	0,01	0,01
M08,D20,H01	0,01	0,01
M08,D20,H02	0,01	0,01
M08,D20,H03	0,01	0,01
M08,D20,H04	0,01	0,01
M08,D20,H05	0,51	0,51
M08,D20,H06	6,43	6,43
M08,D20,H07	17,20	17,20
M08,D20,H08	28,60	28,60
M08,D20,H09	38,50	38,50
M08,D20,H10	45,30	45,30
M08,D20,H11	48,70	48,70
M08,D20,H12	49,40	49,40
M08,D20,H13	47,70	47,70
M08,D20,H14	42,90	42,90
M08,D20,H15	34,80	34,80
M08,D20,H16	24,10	24,10
M08,D20,H17	12,70	12,70
M08,D20,H18	2,69	2,69
M08,D20,H19	0,01	0,01
M08,D20,H20	0,01	0,01
M08,D20,H21	0,01	0,01
M08,D20,H22	0,01	0,01
M08,D20,H23	0,01	0,01
M08,D20,H24	0,01	0,01
M08,D21,H01	0,01	0,01
M08,D21,H02	0,01	0,01
M08,D21,H03	0,01	0,01
M08,D21,H04	0,01	0,01
M08,D21,H05	0,41	0,41
M08,D21,H06	7,55	7,55
M08,D21,H07	21,50	21,50
M08,D21,H08	35,90	35,90
M08,D21,H09	48,20	48,20
M08,D21,H10	56,50	56,50
M08,D21,H11	60,60	60,60
M08,D21,H12	61,50	61,50
M08,D21,H13	59,40	59,40
M08,D21,H14	53,70	53,70
M08,D21,H15	43,70	43,70
M08,D21,H16	30,30	30,30
M08,D21,H17	15,70	15,70
M08,D21,H18	2,64	2,64
M08,D21,H19	0,01	0,01
M08,D21,H20	0,01	0,01
M08,D21,H21	0,01	0,01
M08,D21,H22	0,01	0,01
M08,D21,H23	0,01	0,01
M08,D21,H24	0,01	0,01
M08,D22,H01	0,01	0,01
M08,D22,H02	0,01	0,01
M08,D22,H03	0,01	0,01
M08,D22,H04	0,01	0,01
M08,D22,H05	0,30	0,30
M08,D22,H06	8,22	8,22
M08,D22,H07	24,50	24,50
M08,D22,H08	41,20	41,20
M08,D22,H09	55,20	55,20
M08,D22,H10	64,60	64,60
M08,D22,H11	69,30	69,30
M08,D22,H12	70,20	70,20
M08,D22,H13	67,90	67,90
M08,D22,H14	61,50	61,50
M08,D22,H15	50,10	50,10
M08,D22,H16	34,70	34,70
M08,D22,H17	17,80	17,80
M08,D22,H18	2,44	2,44
M08,D22,H19	0,01	0,01
M08,D22,H20	0,01	0,01
M08,D22,H21	0,01	0,01
M08,D22,H22	0,01	0,01
M08,D22,H23	0,01	0,01
M08,D22,H24	0,01	0,01
M08,D23,H01	0,01	0,01
M08,D23,H02	0,01	0,01
M08,D23,H03	0,01	0,01
M08,D23,H04	0,01	0,01
M08,D23,H05	0,23	0,23
M08,D23,H06	7,67	7,67
M08,D23,H07	22,90	22,90
M08,D23,H08	38,60	38,60
M08,D23,H09	51,90	51,90
M08,D23,H10	61,00	61,00
M08,D23,H11	65,50	65,50
M08,D23,H12	66,40	66,40
M08,D23,H13	64,20	64,20
M08,D23,H14	57,90	57,90
M08,D23,H15	47,00	47,00
M08,D23,H16	32,40	32,40
M08,D23,H17	16,60	16,60
M08,D23,H18	2,31	2,31
M08,D23,H19	0,01	0,01
M08,D23,H20	0,01	0,01
M08,D23,H21	0,01	0,01
M08,D23,H22	0,01	0,01
M08,D23,H23	0,01	0,01
M08,D23,H24	0,01	0,01
M08,D24,H01	0,01	0,01
M08,D24,H02	0,01	0,01
M08,D24,H03	0,01	0,01
M08,D24,H04	0,01	0,01
M08,D24,H05	0,16	0,16
M08,D24,H06	5,24	5,24
M08,D24,H07	14,40	14,40
M08,D24,H08	24,40	24,40
M08,D24,H09	33,20	33,20
M08,D24,H10	39,50	39,50
M08,D24,H11	42,80	42,80
M08,D24,H12	43,50	43,50
M08,D24,H13	41,80	41,80
M08,D24,H14	37,40	37,40
M08,D24,H15	29,90	29,90
M08,D24,H16	20,40	20,40
M08,D24,H17	10,60	10,60
M08,D24,H18	2,15	2,15
M08,D24,H19	0,01	0,01
M08,D24,H20	0,01	0,01
M08,D24,H21	0,01	0,01
M08,D24,H22	0,01	0,01
M08,D24,H23	0,01	0,01
M08,D24,H24	0,01	0,01
M08,D25,H01	0,01	0,01
M08,D25,H02	0,01	0,01
M08,D25,H03	0,01	0,01
M08,D25,H04	0,01	0,01
M08,D25,H05	0,04	0,04
M08,D25,H06	1,80	1,80
M08,D25,H07	3,79	3,79
M08,D25,H08	6,39	6,39
M08,D25,H09	9,05	9,05
M08,D25,H10	11,20	11,20
M08,D25,H11	12,50	12,50
M08,D25,H12	12,80	12,80
M08,D25,H13	12,10	12,10
M08,D25,H14	10,40	10,40
M08,D25,H15	8,02	8,02
M08,D25,H16	5,31	5,31
M08,D25,H17	2,89	2,89
M08,D25,H18	1,26	1,26
M08,D25,H19	0,01	0,01
M08,D25,H20	0,01	0,01
M08,D25,H21	0,01	0,01
M08,D25,H22	0,01	0,01
M08,D25,H23	0,01	0,01
M08,D25,H24	0,01	0,01
M08,D26,H01	0,01	0,01
M08,D26,H02	0,01	0,01
M08,D26,H03	0,01	0,01
M08,D26,H04	0,01	0,01
M08,D26,H05	0,01	0,01
M08,D26,H06	2,73	2,73
M08,D26,H07	6,64	6,64
M08,D26,H08	11,30	11,30
M08,D26,H09	15,80	15,80
M08,D26,H10	19,20	19,20
M08,D26,H11	21,20	21,20
M08,D26,H12	21,60	21,60
M08,D26,H13	20,60	20,60
M08,D26,H14	18,00	18,00
M08,D26,H15	14,10	14,10
M08,D26,H16	9,41	9,41
M08,D26,H17	4,93	4,93
M08,D26,H18	1,54	1,54
M08,D26,H19	0,01	0,01
M08,D26,H20	0,01	0,01
M08,D26,H21	0,01	0,01
M08,D26,H22	0,01	0,01
M08,D26,H23	0,01	0,01
M08,D26,H24	0,01	0,01
M08,D27,H01	0,01	0,01
M08,D27,H02	0,01	0,01
M08,D27,H03	0,01	0,01
M08,D27,H04	0,01	0,01
M08,D27,H05	0,01	0,01
M08,D27,H06	5,15	5,15
M08,D27,H07	15,10	15,10
M08,D27,H08	26,00	26,00
M08,D27,H09	35,60	35,60
M08,D27,H10	42,50	42,50
M08,D27,H11	46,20	46,20
M08,D27,H12	47,00	47,00
M08,D27,H13	45,10	45,10
M08,D27,H14	40,20	40,20
M08,D27,H15	32,00	32,00
M08,D27,H16	21,70	21,70
M08,D27,H17	10,90	10,90
M08,D27,H18	1,80	1,80
M08,D27,H19	0,01	0,01
M08,D27,H20	0,01	0,01
M08,D27,H21	0,01	0,01
M08,D27,H22	0,01	0,01
M08,D27,H23	0,01	0,01
M08,D27,H24	0,01	0,01
M08,D28,H01	0,01	0,01
M08,D28,H02	0,01	0,01
M08,D28,H03	0,01	0,01
M08,D28,H04	0,01	0,01
M08,D28,H05	0,01	0,01
M08,D28,H06	6,18	6,18
M08,D28,H07	19,60	19,60
M08,D28,H08	33,80	33,80
M08,D28,H09	46,20	46,20
M08,D28,H10	54,80	54,80
M08,D28,H11	59,30	59,30
M08,D28,H12	60,30	60,30
M08,D28,H13	58,00	58,00
M08,D28,H14	51,90	51,90
M08,D28,H15	41,60	41,60
M08,D28,H16	28,20	28,20
M08,D28,H17	14,00	14,00
M08,D28,H18	1,60	1,60
M08,D28,H19	0,01	0,01
M08,D28,H20	0,01	0,01
M08,D28,H21	0,01	0,01
M08,D28,H22	0,01	0,01
M08,D28,H23	0,01	0,01
M08,D28,H24	0,01	0,01
M08,D29,H01	0,01	0,01
M08,D29,H02	0,01	0,01
M08,D29,H03	0,01	0,01
M08,D29,H04	0,01	0,01
M08,D29,H05	0,01	0,01
M08,D29,H06	5,65	5,65
M08,D29,H07	17,90	17,90
M08,D29,H08	31,10	31,10
M08,D29,H09	42,60	42,60
M08,D29,H10	50,80	50,80
M08,D29,H11	55,10	55,10
M08,D29,H12	56,00	56,00
M08,D29,H13	53,80	53,80
M08,D29,H14	48,00	48,00
M08,D29,H15	38,30	38,30
M08,D29,H16	25,90	25,90
M08,D29,H17	12,80	12,80
M08,D29,H18	1,56	1,56
M08,D29,H19	0,01	0,01
M08,D29,H20	0,01	0,01
M08,D29,H21	0,01	0,01
M08,D29,H22	0,01	0,01
M08,D29,H23	0,01	0,01
M08,D29,H24	0,01	0,01
M08,D30,H01	0,01	0,01
M08,D30,H02	0,01	0,01
M08,D30,H03	0,01	0,01
M08,D30,H04	0,01	0,01
M08,D30,H05	0,01	0,01
M08,D30,H06	3,48	3,48
M08,D30,H07	10,00	10,00
M08,D30,H08	17,60	17,60
M08,D30,H09	24,50	24,50
M08,D30,H10	29,70	29,70
M08,D30,H11	32,60	32,60
M08,D30,H12	33,20	33,20
M08,D30,H13	31,70	31,70
M08,D30,H14	27,90	27,90
M08,D30,H15	21,90	21,90
M08,D30,H16	14,50	14,50
M08,D30,H17	7,23	7,23
M08,D30,H18	1,42	1,42
M08,D30,H19	0,01	0,01
M08,D30,H20	0,01	0,01
M08,D30,H21	0,01	0,01
M08,D30,H22	0,01	0,01
M08,D30,H23	0,01	0,01
M08,D30,H24	0,01	0,01
M08,D31,H01	0,01	0,01
M08,D31,H02	0,01	0,01
M08,D31,H03	0,01	0,01
M08,D31,H04	0,01	0,01
M08,D31,H05	0,01	0,01
M08,D31,H06	4,83	4,83
M08,D31,H07	15,60	15,60
M08,D31,H08	27,30	27,30
M08,D31,H09	37,80	37,80
M08,D31,H10	45,40	45,40
M08,D31,H11	49,40	49,40
M08,D31,H12	50,30	50,30
M08,D31,H13	48,20	48,20
M08,D31,H14	42,80	42,80
M08,D31,H15	33,90	33,90
M08,D31,H16	22,60	22,60
M08,D31,H17	11,00	11,00
M08,D31,H18	1,39	1,39
M08,D31,H19	0,01	0,01
M08,D31,H20	0,01	0,01
M08,D31,H21	0,01	0,01
M08,D31,H22	0,01	0,01
M08,D31,H23	0,01	0,01
M08,D31,H24	0,01	0,01
M09,D01,H01	0,01	0,01
M09,D01,H02	0,01	0,01
M09,D01,H03	0,01	0,01
M09,D01,H04	0,01	0,01
M09,D01,H05	0,01	0,01
M09,D01,H06	5,04	5,04
M09,D01,H07	16,90	16,90
M09,D01,H08	29,80	29,80
M09,D01,H09	41,30	41,30
M09,D01,H10	49,50	49,50
M09,D01,H11	53,90	53,90
M09,D01,H12	54,90	54,90
M09,D01,H13	52,60	52,60
M09,D01,H14	46,70	46,70
M09,D01,H15	37,00	37,00
M09,D01,H16	24,70	24,70
M09,D01,H17	11,90	11,90
M09,D01,H18	1,28	1,28
M09,D01,H19	0,01	0,01
M09,D01,H20	0,01	0,01
M09,D01,H21	0,01	0,01
M09,D01,H22	0,01	0,01
M09,D01,H23	0,01	0,01
M09,D01,H24	0,01	0,01
M09,D02,H01	0,01	0,01
M09,D02,H02	0,01	0,01
M09,D02,H03	0,01	0,01
M09,D02,H04	0,01	0,01
M09,D02,H05	0,01	0,01
M09,D02,H06	4,95	4,95
M09,D02,H07	17,00	17,00
M09,D02,H08	30,10	30,10
M09,D02,H09	41,80	41,80
M09,D02,H10	50,20	50,20
